epoch	prec1_B	prec5_B
0	4.506699562072754	8.03897762298584
1	4.750304698944092	9.135201454162598
2	5.72472620010376	11.084044456481934
3	5.846529006958008	11.57125473022461
4	8.404385566711426	13.763703346252441
5	6.090134143829346	12.667479515075684
6	6.57734489440918	13.641901016235352
7	6.333739757537842	12.911084175109863
8	8.16077995300293	15.956151962280273
9	9.135201454162598	14.372716903686523
10	8.891595840454102	16.07795524597168
11	8.404385566711426	16.80877113342285
