epoch	prec1_T	prec5_T
0	54.93301010131836	75.51766204833984
1	74.29963684082031	93.30085754394531
2	76.37028503417969	94.64068603515625
3	81.60779571533203	95.4933090209961
4	85.26187896728516	96.83313751220703
5	87.81973266601562	96.71133422851562
6	88.55055236816406	98.41657257080078
7	91.23020935058594	98.66017150878906
8	91.35201263427734	98.17296600341797
9	92.44823455810547	98.53837585449219
10	93.0572509765625	98.17296600341797
11	94.03166961669922	98.90377807617188
