epoch	prec1_B	prec5_B
0	2.6666667461395264	4.6666669845581055
1	2.0	6.6666669845581055
2	5.333333492279053	8.666666984558105
3	6.6666669845581055	12.666666984558105
4	7.333333492279053	13.333333969116211
5	4.6666669845581055	9.333333969116211
6	7.333333492279053	11.333333969116211
7	6.0	12.666666984558105
8	9.333333969116211	18.666667938232422
9	8.666666984558105	14.0
10	12.0	18.666667938232422
11	7.333333492279053	12.666666984558105
12	10.666666984558105	18.0
13	14.666666984558105	20.0
14	6.6666669845581055	16.0
15	9.333333969116211	20.0
16	9.333333969116211	24.666667938232422
17	14.666666984558105	22.0
18	8.666666984558105	16.0
19	11.333333969116211	18.666667938232422
20	14.666666984558105	28.0
21	10.666666984558105	23.33333396911621
22	17.33333396911621	24.0
23	16.666667938232422	29.33333396911621
24	22.0	30.666667938232422
25	17.33333396911621	28.0
26	11.333333969116211	22.666667938232422
27	14.666666984558105	27.33333396911621
28	18.0	28.666667938232422
29	18.0	34.0
30	20.0	30.0
31	21.33333396911621	30.0
32	17.33333396911621	30.666667938232422
33	18.666667938232422	28.666667938232422
34	20.666667938232422	32.0
35	16.666667938232422	28.666667938232422
36	20.0	30.0
37	17.33333396911621	33.333335876464844
38	22.666667938232422	35.333335876464844
39	19.33333396911621	31.33333396911621
40	24.0	32.0
41	22.0	34.0
42	20.0	32.66666793823242
43	24.0	42.0
44	17.33333396911621	36.0
45	16.0	29.33333396911621
46	26.0	42.0
47	18.0	36.66666793823242
48	21.33333396911621	31.33333396911621
49	29.33333396911621	42.0
