epoch	prec1_T	prec5_T
0	12.280701637268066	28.070175170898438
1	15.789473533630371	36.842105865478516
2	17.543859481811523	24.561403274536133
3	21.052631378173828	36.842105865478516
4	17.543859481811523	31.578947067260742
5	12.280701637268066	24.561403274536133
6	17.543859481811523	31.578947067260742
7	15.789473533630371	38.596492767333984
8	14.035087585449219	24.561403274536133
9	14.035087585449219	24.561403274536133
10	10.526315689086914	15.789473533630371
11	14.035087585449219	28.070175170898438
12	15.789473533630371	29.824562072753906
13	19.298246383666992	38.596492767333984
14	21.052631378173828	42.105262756347656
15	28.070175170898438	42.105262756347656
16	22.807018280029297	36.842105865478516
17	15.789473533630371	36.842105865478516
18	17.543859481811523	33.33333206176758
19	22.807018280029297	36.842105865478516
20	24.561403274536133	38.596492767333984
21	24.561403274536133	36.842105865478516
22	33.33333206176758	42.105262756347656
23	31.578947067260742	54.385963439941406
24	17.543859481811523	47.3684196472168
25	26.3157901763916	45.614036560058594
26	22.807018280029297	43.859649658203125
27	29.824562072753906	52.6315803527832
28	26.3157901763916	45.614036560058594
29	21.052631378173828	47.3684196472168
30	21.052631378173828	36.842105865478516
31	26.3157901763916	45.614036560058594
32	33.33333206176758	50.877193450927734
33	28.070175170898438	43.859649658203125
34	33.33333206176758	59.64912414550781
35	33.33333206176758	56.140350341796875
36	29.824562072753906	54.385963439941406
37	38.596492767333984	57.894737243652344
38	26.3157901763916	50.877193450927734
39	35.08771896362305	63.157894134521484
40	43.859649658203125	70.1754379272461
41	40.35087585449219	59.64912414550781
42	42.105262756347656	71.92982482910156
43	40.35087585449219	61.40351104736328
44	35.08771896362305	56.140350341796875
45	42.105262756347656	68.42105102539062
46	43.859649658203125	64.91228485107422
47	56.140350341796875	66.66666412353516
48	42.105262756347656	70.1754379272461
49	38.596492767333984	59.64912414550781
50	29.824562072753906	63.157894134521484
51	45.614036560058594	70.1754379272461
52	49.122806549072266	71.92982482910156
53	38.596492767333984	64.91228485107422
54	52.6315803527832	73.68421173095703
55	54.385963439941406	77.19298553466797
56	50.877193450927734	71.92982482910156
57	36.842105865478516	68.42105102539062
58	52.6315803527832	71.92982482910156
59	47.3684196472168	70.1754379272461
60	40.35087585449219	75.4385986328125
61	54.385963439941406	68.42105102539062
62	54.385963439941406	75.4385986328125
63	66.66666412353516	78.94737243652344
64	59.64912414550781	73.68421173095703
65	42.105262756347656	61.40351104736328
66	35.08771896362305	71.92982482910156
67	56.140350341796875	71.92982482910156
68	50.877193450927734	78.94737243652344
69	56.140350341796875	73.68421173095703
70	45.614036560058594	73.68421173095703
71	56.140350341796875	66.66666412353516
72	61.40351104736328	73.68421173095703
73	61.40351104736328	70.1754379272461
74	49.122806549072266	71.92982482910156
75	56.140350341796875	77.19298553466797
76	64.91228485107422	82.45613861083984
77	54.385963439941406	82.45613861083984
78	61.40351104736328	82.45613861083984
79	56.140350341796875	78.94737243652344
80	64.91228485107422	84.21052551269531
81	54.385963439941406	78.94737243652344
82	63.157894134521484	78.94737243652344
83	68.42105102539062	82.45613861083984
84	54.385963439941406	71.92982482910156
85	63.157894134521484	82.45613861083984
86	68.42105102539062	77.19298553466797
87	59.64912414550781	87.71929931640625
88	71.92982482910156	84.21052551269531
89	66.66666412353516	85.96491241455078
90	66.66666412353516	84.21052551269531
91	64.91228485107422	77.19298553466797
92	64.91228485107422	85.96491241455078
93	70.1754379272461	82.45613861083984
94	54.385963439941406	75.4385986328125
95	57.894737243652344	77.19298553466797
96	61.40351104736328	82.45613861083984
97	63.157894134521484	78.94737243652344
98	63.157894134521484	78.94737243652344
99	77.19298553466797	89.47368621826172
100	70.1754379272461	89.47368621826172
101	70.1754379272461	85.96491241455078
102	66.66666412353516	84.21052551269531
103	70.1754379272461	84.21052551269531
104	70.1754379272461	89.47368621826172
105	66.66666412353516	80.70175170898438
106	73.68421173095703	84.21052551269531
107	64.91228485107422	78.94737243652344
108	78.94737243652344	89.47368621826172
109	66.66666412353516	84.21052551269531
110	73.68421173095703	91.22807312011719
111	63.157894134521484	89.47368621826172
112	78.94737243652344	84.21052551269531
113	75.4385986328125	92.98246002197266
114	71.92982482910156	82.45613861083984
115	64.91228485107422	82.45613861083984
116	61.40351104736328	73.68421173095703
117	63.157894134521484	87.71929931640625
118	63.157894134521484	91.22807312011719
119	63.157894134521484	87.71929931640625
120	68.42105102539062	91.22807312011719
121	78.94737243652344	94.7368392944336
122	73.68421173095703	94.7368392944336
123	87.71929931640625	96.49122619628906
124	73.68421173095703	89.47368621826172
125	64.91228485107422	84.21052551269531
126	68.42105102539062	87.71929931640625
127	63.157894134521484	87.71929931640625
128	73.68421173095703	89.47368621826172
129	71.92982482910156	84.21052551269531
130	85.96491241455078	96.49122619628906
131	80.70175170898438	89.47368621826172
132	56.140350341796875	82.45613861083984
133	70.1754379272461	85.96491241455078
134	75.4385986328125	94.7368392944336
135	84.21052551269531	92.98246002197266
136	75.4385986328125	85.96491241455078
137	85.96491241455078	96.49122619628906
138	75.4385986328125	82.45613861083984
139	77.19298553466797	92.98246002197266
140	80.70175170898438	89.47368621826172
141	73.68421173095703	87.71929931640625
142	71.92982482910156	89.47368621826172
143	77.19298553466797	92.98246002197266
144	85.96491241455078	94.7368392944336
145	82.45613861083984	92.98246002197266
146	70.1754379272461	87.71929931640625
147	77.19298553466797	87.71929931640625
148	75.4385986328125	89.47368621826172
149	64.91228485107422	87.71929931640625
