epoch	prec1_T	prec1_B
0	26.136363983154297	10.227272987365723
1	43.75	15.340909957885742
2	63.6363639831543	22.72727394104004
3	69.88636779785156	27.840909957885742
4	76.13636779785156	26.136363983154297
5	80.11363983154297	28.97727394104004
6	85.79545593261719	30.113637924194336
7	81.81818389892578	31.81818199157715
8	84.09091186523438	30.681819915771484
9	84.65909576416016	28.40909194946289
10	88.06818389892578	35.227272033691406
11	81.81818389892578	34.65909194946289
12	86.36363983154297	28.97727394104004
13	83.5227279663086	26.136363983154297
14	88.63636779785156	29.545455932617188
15	88.63636779785156	26.136363983154297
16	86.93182373046875	34.090911865234375
17	90.34091186523438	31.25
18	84.65909576416016	35.79545593261719
19	86.93182373046875	34.090911865234375
20	88.63636779785156	31.81818199157715
21	90.34091186523438	34.090911865234375
22	93.18182373046875	30.681819915771484
23	90.34091186523438	36.3636360168457
24	93.18182373046875	34.65909194946289
25	93.18182373046875	36.931819915771484
26	93.75	38.6363639831543
27	94.88636779785156	40.340911865234375
28	91.4772720336914	31.25
29	94.88636779785156	41.47727584838867
30	94.88636779785156	40.340911865234375
31	91.4772720336914	40.340911865234375
32	93.75	40.90909194946289
33	93.18182373046875	40.90909194946289
34	92.61363983154297	37.5
35	93.18182373046875	42.6136360168457
36	91.4772720336914	44.8863639831543
37	96.59091186523438	42.6136360168457
38	90.90909576416016	40.90909194946289
39	93.75	49.431819915771484
40	93.75	37.5
41	93.18182373046875	46.590911865234375
42	94.88636779785156	43.75
43	94.31818389892578	46.590911865234375
44	96.59091186523438	51.70454788208008
45	93.75	46.022727966308594
46	96.0227279663086	38.06818389892578
47	91.4772720336914	45.45454788208008
48	90.90909576416016	40.340911865234375
49	94.88636779785156	39.772727966308594
