epoch	prec1_T	prec1_B
0	26.666667938232422	2.0
1	24.666667938232422	0.6666666865348816
2	31.33333396911621	4.0
3	47.333335876464844	6.0
4	50.0	6.0
5	58.0	6.0
6	57.333335876464844	4.0
7	56.66666793823242	8.0
8	65.33333587646484	8.666666984558105
9	71.33333587646484	6.6666669845581055
10	73.33333587646484	12.0
11	63.333335876464844	10.666666984558105
12	71.33333587646484	12.666666984558105
13	76.0	5.333333492279053
14	64.66667175292969	12.666666984558105
15	70.66667175292969	12.666666984558105
16	72.66667175292969	10.0
17	78.66667175292969	9.333333969116211
18	76.66667175292969	10.666666984558105
19	74.0	11.333333969116211
20	70.66667175292969	9.333333969116211
21	76.66667175292969	16.666667938232422
22	74.66667175292969	12.666666984558105
23	68.66667175292969	15.333333969116211
24	75.33333587646484	19.33333396911621
25	74.66667175292969	15.333333969116211
26	77.33333587646484	17.33333396911621
27	74.0	19.33333396911621
28	77.33333587646484	14.666666984558105
29	76.0	20.666667938232422
30	80.0	15.333333969116211
31	75.33333587646484	23.33333396911621
32	72.66667175292969	20.666667938232422
33	76.66667175292969	16.0
34	83.33333587646484	24.0
35	75.33333587646484	20.666667938232422
36	76.0	26.666667938232422
37	76.0	22.666667938232422
38	80.0	22.666667938232422
39	78.0	19.33333396911621
40	78.0	24.0
41	75.33333587646484	24.0
42	76.0	18.666667938232422
43	76.0	21.33333396911621
44	78.66667175292969	24.666667938232422
45	78.0	20.666667938232422
46	80.0	18.0
47	78.0	22.666667938232422
48	76.0	24.666667938232422
49	79.33333587646484	20.666667938232422
